tender_country,tender_year,tender_mainCpv,tender_estimatedPrice_EUR,lot_bidsCount,tender_procedureType,tender_supplyType,buyer_buyerType,buyer_country,tender_indicator_score_INTEGRITY,tender_indicator_score_ADMINISTRATIVE,tender_indicator_score_TRANSPARENCY
LT,2020,77211400,152592.0,7.0,RESTRICTED,SERVICES,UTILITIES,LT,80.0,27.7778,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,NATIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
PL,2016,33651520,665992.0,9.0,OPEN,SUPPLIES,PUBLIC_BODY,PL,78.1055,15.9722,86.1111
PL,2017,33600000,767699.0,2.0,OPEN,SUPPLIES,PUBLIC_BODY,PL,97.3197,19.1111,80.8118
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,NATIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
IT,2017,33651660,10000000000.0,2555.0,RESTRICTED,SUPPLIES,REGIONAL_AGENCY,IT,70.0,52.8302,50.0
RO,2021,35812000,58990207.0,6.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,RO,85.7143,22.4806,43.75
CZ,2021,33692000,104294.0,2.0,OPEN,SUPPLIES,PUBLIC_BODY,CZ,76.6667,47.9167,61.25
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,IT,78.5496,79.1667,50.0
PL,2016,33141640,4332186.0,1.0,OPEN,SUPPLIES,OTHER,PL,84.7235,14.902,79.8367
SI,2015,15800000,797142.44,5.0,OPEN,SUPPLIES,PUBLIC_BODY,SI,69.4445,36.0,79.7931
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,REGIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,NATIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
SI,2015,34144210,153870.0,5.0,OPEN,SUPPLIES,REGIONAL_AUTHORITY,SI,83.3333,16.6667,77.7778
RO,2019,71319000,701329.0,1.0,OPEN,SERVICES,OTHER,ROMANIA,74.6359,36.3636,41.6667
RO,2023,33690000,942791.0,4.0,OPEN,SUPPLIES,OTHER,ROMANIA,91.6967,39.5699,42.3469
RO,2017,33631600,1865985.0,1.0,OPEN,SUPPLIES,PUBLIC_BODY,ROMANIA,80.1453,45.5319,42.328
BG,2016,09100000,39702424.0,2.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,BG,82.2092,43.3333,77.6423
LT,2021,73210000,3500000.0,855.0,RESTRICTED,SERVICES,PUBLIC_BODY,LT,100.0,49.3333,50.0
RO,2022,33140000,382262.0,8.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,RO,100.0,31.9445,50.0
RO,2023,33698100,12836.0,2.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,ROMANIA,92.7225,38.75,42.4812
SI,2015,50110000,2808.0,1.0,NEGOTIATED,SERVICES,UTILITIES,SI,61.7674,26.3636,74.726
SI,2015,30190000,209008.0,1.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,SI,69.5858,37.1429,69.54
CZ,2019,77211000,212545.0,1.0,OPEN,SERVICES,NATIONAL_AGENCY,CZ,70.0,15.7407,83.3333
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,NATIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
IT,2018,33141700,21183098.4,167.0,OPEN,SUPPLIES,PUBLIC_BODY,IT,80.0,49.6795,43.75
PL,2015,33600000,481317.0,1.0,OPEN,SUPPLIES,PUBLIC_BODY,PL,87.037,15.8333,83.3333
SI,2015,15000000,276000.0,4.0,OPEN,SUPPLIES,PUBLIC_BODY,SI,71.6209,35.3846,75.9589
IT,2018,24310000,3120000.0,5.0,OPEN,SUPPLIES,PUBLIC_BODY,IT,100.0,31.8182,56.25
CZ,2019,77200000,11667138.0,1.0,OPEN,SERVICES,NATIONAL_AUTHORITY,CZ,85.0199,46.9697,67.0194
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,NATIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
RO,2020,33140000,10768661.0,3.0,OPEN,SUPPLIES,REGIONAL_AGENCY,ROMANIA,93.8593,58.5185,42.7035
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,NATIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
BG,2020,33696500,84769.0,1.0,OPEN,SUPPLIES,NATIONAL_AGENCY,BG,78.3333,47.7273,50.0
SK,2016,33600000,1059570.67,4.0,OPEN,SUPPLIES,PUBLIC_BODY,SK,100.0,49.6599,76.6082
BG,2021,90524400,35257.0,3.0,NEGOTIATED_WITH_PUBLICATION,SERVICES,OTHER,BG,80.0,75.0,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,IT,78.5496,79.1667,50.0
BG,2015,63500000,15338992.0,3.0,OPEN,SERVICES,NATIONAL_AUTHORITY,BG,83.1395,44.0476,77.5194
RO,2020,66514110,8512588.0,2.0,OPEN,SERVICES,NATIONAL_AUTHORITY,ROMANIA,94.8518,76.0,42.8011
RO,2021,33140000,713989.0,9.0,OPEN,SUPPLIES,OTHER,RO,85.7143,45.4023,50.0
PL,2017,33140000,658776.0,2.0,OPEN,SUPPLIES,PUBLIC_BODY,PL,78.0702,18.4,82.3276
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,NATIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
BG,2016,77311000,6820738.0,1.0,OPEN,SERVICES,REGIONAL_AUTHORITY,BG,66.6667,27.7778,74.5161
CZ,2017,45216200,2799028.0,6.0,OPEN,WORKS,PUBLIC_BODY,CZ,90.0,30.7692,66.6667
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,IT,78.5496,79.1667,50.0
RO,2021,15800000,3979547.0,2.0,APPROACHING_BIDDERS,SUPPLIES,REGIONAL_AGENCY,ROMANIA,80.4996,39.0,42.6667
RO,2020,33652100,3071148.0,9.0,OPEN,SUPPLIES,PUBLIC_BODY,RO,100.0,48.1482,50.0
RO,2021,33661500,1229032.0,1.0,OPEN,SUPPLIES,PUBLIC_BODY,ROMANIA,89.2305,38.3784,42.6459
RO,2017,33140000,311180.0,8.0,OPEN,SUPPLIES,OTHER,RO,100.0,44.7619,56.25
RO,2019,33696500,5460464.0,4.0,OPEN,SUPPLIES,PUBLIC_BODY,ROMANIA,94.4017,39.4366,42.1053
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,IT,78.5496,79.1667,50.0
IT,2017,33651660,10000000000.0,2555.0,RESTRICTED,SUPPLIES,REGIONAL_AGENCY,IT,70.0,52.8302,50.0
HR,2016,33690000,26549671.0,1.0,OPEN,SUPPLIES,PUBLIC_BODY,HR,91.9266,10.8126,76.3514
SI,2015,15800000,159049.77,2.0,OPEN,SUPPLIES,PUBLIC_BODY,SI,77.2287,35.8621,77.7993
RO,2019,33621400,1623032.0,1.0,OPEN,SUPPLIES,PUBLIC_BODY,ROMANIA,88.8909,36.25,42.4658
RO,2018,15000000,2911065.0,25.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,ROMANIA,88.5505,39.0476,41.4286
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,IT,78.5496,79.1667,50.0
BG,2015,63500000,15338992.0,5.0,OPEN,SERVICES,NATIONAL_AUTHORITY,BG,83.1395,44.0476,77.5194
BG,2018,63500000,17379570.0,4.0,OPEN,SERVICES,NATIONAL_AUTHORITY,BG,83.3333,48.6111,77.1066
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,NATIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
RO,2021,50421000,349603.0,23.0,OPEN,SERVICES,OTHER,RO,99.9816,48.0392,50.0
RO,2022,66516100,2533692.0,2.0,APPROACHING_BIDDERS,SERVICES,NATIONAL_AUTHORITY,ROMANIA,87.4342,37.7778,41.5584
RO,2019,33198200,10097875.0,5.0,OPEN,SUPPLIES,OTHER,ROMANIA,99.7664,36.3636,42.5595
IT,2019,33696000,3355000.0,425.0,OPEN,SUPPLIES,PUBLIC_BODY,IT,85.7143,48.8889,50.0
CZ,2018,45233100,65773653.0,5.0,RESTRICTED,WORKS,PUBLIC_BODY,CZ,90.0,46.9697,77.5045
EE,2016,72260000,367206.67,1.0,OPEN,SERVICES,NATIONAL_AUTHORITY,EE,83.3333,36.6667,77.7778
RO,2022,33690000,5453909.0,9.0,OPEN,SUPPLIES,OTHER,ROMANIA,90.7746,39.5506,42.5397
PL,2016,33000000,651574.0,1.0,OPEN,SUPPLIES,PUBLIC_BODY,PL,93.3155,18.7654,82.767
SI,2015,30190000,209008.0,3.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,SI,69.5858,37.1429,69.54
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,NATIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
HR,2015,33140000,420650.0,3.0,OPEN,SUPPLIES,PUBLIC_BODY,HR,98.4849,19.7222,75.8563
RO,2021,33140000,120625.0,2.0,OPEN,SUPPLIES,REGIONAL_AGENCY,ROMANIA,93.1274,38.4,42.7513
BG,2017,39122100,4346048.0,3.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,BG,83.3333,43.3333,77.4929
CZ,2020,45211000,5041458.0,2.0,RESTRICTED,WORKS,REGIONAL_AUTHORITY,CZ,87.2368,20.8333,64.3519
CZ,2020,80000000,723405.0,1.0,OPEN,SERVICES,OTHER,CZ,82.0,32.2222,77.7778
IT,2017,33651660,10000000000.0,2555.0,RESTRICTED,SUPPLIES,REGIONAL_AGENCY,IT,70.0,52.8302,50.0
CZ,2016,50221000,8156619.0,3.0,NEGOTIATED,SERVICES,UTILITIES,CZ,83.3333,45.8333,75.6944
IT,2022,33651600,20000000000.0,963.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,IT,94.4444,50.5208,50.0
BG,2015,30197600,1728193.0,7.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,BG,100.0,34.2857,76.3713
SI,2015,15000000,60000.0,2.0,OPEN,SUPPLIES,PUBLIC_BODY,SI,79.1667,38.0645,70.4054
IT,2017,33651660,10000000000.0,2555.0,RESTRICTED,SUPPLIES,REGIONAL_AGENCY,IT,70.0,52.8302,50.0
BG,2015,15000000,403329.0,2.0,OPEN,SUPPLIES,REGIONAL_AUTHORITY,BG,80.9524,18.8889,77.7778
BG,2015,33182210,243752.0,15.0,OPEN,SUPPLIES,PUBLIC_BODY,BG,76.1266,5.5172,75.6643
PL,2015,33140000,228101.0,2.0,OPEN,SUPPLIES,PUBLIC_BODY,PL,92.3366,16.8831,80.1661
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,NATIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
ES,2023,33692300,5962605.14,13.0,OPEN,SUPPLIES,REGIONAL_AUTHORITY,ES,100.0,48.4848,43.75
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,NATIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,IT,78.5496,79.1667,50.0
SK,2017,45214220,396801.23,3.0,APPROACHING_BIDDERS,WORKS,PUBLIC_BODY,SK,100.0,22.2222,61.1111
BG,2021,45321000,1805092.0,11.0,OPEN,WORKS,REGIONAL_AUTHORITY,BG,90.0,47.2222,45.3125
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,REGIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,NATIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,IT,78.5496,79.1667,50.0
RO,2021,33600000,3773515.0,3.0,APPROACHING_BIDDERS,SUPPLIES,NATIONAL_AUTHORITY,ROMANIA,76.2054,31.6667,42.7099
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,NATIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
RO,2022,33690000,3078389.0,11.0,OPEN,SUPPLIES,OTHER,RO,99.6371,47.3783,50.0
BG,2017,90911200,6135597.0,6.0,OPEN,SERVICES,NATIONAL_AUTHORITY,BG,83.0601,48.6111,76.1464
CZ,2015,30190000,221558.0,1.0,OPEN,SUPPLIES,NATIONAL_AGENCY,CZ,83.3333,35.0,76.1905
SK,2015,38433000,307998.0,1.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,SK,75.0,56.6667,77.7778
RO,2021,72261000,14295.0,1.0,OPEN,SERVICES,NATIONAL_AUTHORITY,ROMANIA,73.8519,37.7778,39.2857
RO,2021,15800000,4263589.0,5.0,APPROACHING_BIDDERS,SUPPLIES,NATIONAL_AUTHORITY,ROMANIA,85.1397,38.7097,42.6716
RO,2020,34320000,808349.0,3.0,OPEN,SUPPLIES,UTILITIES,RO,100.0,31.579,50.0
RO,2022,33651400,1007780.0,1.0,OPEN,SUPPLIES,PUBLIC_BODY,ROMANIA,88.6051,36.3636,41.6667
IT,2022,33651600,20000000000.0,963.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,IT,94.4444,50.5208,50.0
RO,2022,15981200,9573827.0,5.0,OPEN,SUPPLIES,OTHER,ROMANIA,85.1122,39.2308,42.5656
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,IT,78.5496,79.1667,50.0
UK,2016,60172000,3945765.0,27.0,OPEN,SERVICES,REGIONAL_AUTHORITY,UK,91.6667,39.4595,76.3668
BG,2016,33140000,32519281.0,1.0,OPEN,SUPPLIES,PUBLIC_BODY,BG,74.5727,0.9804,69.9872
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,OTHER,IT,78.5496,79.1667,50.0
CZ,2015,80400000,1929799.0,1.0,OPEN,SERVICES,NATIONAL_AUTHORITY,CZ,83.3333,48.5714,77.4648
SI,2015,33000000,45900.0,5.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,SI,77.808,38.5185,77.3105
CZ,2021,45000000,928969.0,4.0,RESTRICTED,WORKS,REGIONAL_AUTHORITY,CZ,70.0,30.7692,66.6667
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,REGIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,NATIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
SI,2015,15800000,6000.0,2.0,OPEN,SUPPLIES,PUBLIC_BODY,SI,70.115,23.5294,73.262
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,IT,78.5496,79.1667,50.0
PL,2016,33600000,502462.0,5.0,OPEN,SUPPLIES,OTHER,PL,95.8684,38.9041,82.9314
BG,2021,30000000,2420080.0,2.0,OPEN,SUPPLIES,PUBLIC_BODY,BG,96.3964,23.8095,75.8208
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,NATIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
PL,2015,33610000,238956.0,3.0,OPEN,SUPPLIES,OTHER,PL,91.5663,18.6441,79.1975
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,OTHER,IT,78.5496,79.1667,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,IT,78.5496,79.1667,50.0
SI,2015,15000000,520000.0,3.0,OPEN,SUPPLIES,PUBLIC_BODY,SI,72.2356,39.5833,65.0791
PL,2016,33141110,832794.0,1.0,OPEN,SUPPLIES,PUBLIC_BODY,PL,83.0815,2.3504,82.9454
RO,2023,33162100,66690.0,1.0,OPEN,SUPPLIES,PUBLIC_BODY,ROMANIA,80.6316,38.5,42.6559
RO,2021,33622600,1009757.0,1.0,OPEN,SUPPLIES,PUBLIC_BODY,ROMANIA,88.1215,38.3333,42.5397
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,IT,78.5496,79.1667,50.0
RO,2021,33696000,210708.0,5.0,OPEN,SUPPLIES,OTHER,RO,85.7143,31.0284,50.0
SI,2016,15100000,1245665.0,3.0,OPEN,SUPPLIES,PUBLIC_BODY,SI,83.1845,38.7097,77.6987
BG,2015,30197600,1728193.0,5.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,BG,100.0,34.2857,76.3713
ES,2017,85312000,52971738.56,19.0,OPEN,SERVICES,REGIONAL_AUTHORITY,ES,100.0,44.8276,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,OTHER,IT,78.5496,79.1667,50.0
RO,2021,03413000,36225.0,3.0,APPROACHING_BIDDERS,SUPPLIES,OTHER,ROMANIA,89.6879,37.7778,41.0714
RO,2018,50421000,3157521.0,6.0,OPEN,SERVICES,PUBLIC_BODY,ROMANIA,97.3716,39.7765,42.6716
RO,2019,15800000,2884813.0,2.0,APPROACHING_BIDDERS,SUPPLIES,NATIONAL_AUTHORITY,ROMANIA,86.2775,36.6667,40.8163
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,NATIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
BG,2015,33182210,243752.0,15.0,OPEN,SUPPLIES,PUBLIC_BODY,BG,76.1266,5.5172,75.6643
RO,2022,33194120,5162827.0,4.0,OPEN,SUPPLIES,OTHER,ROMANIA,99.8233,37.1429,42.2857
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,REGIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
RO,2022,33690000,3078389.0,11.0,OPEN,SUPPLIES,OTHER,RO,99.6371,47.3783,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,NATIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
SI,2015,15800000,30000.0,1.0,OPEN,SUPPLIES,PUBLIC_BODY,SI,66.6667,31.3636,74.2553
BG,2015,34946240,865375.0,1.0,OPEN,SUPPLIES,PUBLIC_BODY,BG,71.5,32.0,77.1318
IT,2017,33651660,10000000000.0,2555.0,RESTRICTED,SUPPLIES,REGIONAL_AGENCY,IT,70.0,52.8302,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,NATIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
SI,2015,15800000,35000.0,2.0,OPEN,SUPPLIES,PUBLIC_BODY,SI,82.1429,38.4,77.261
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,NATIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
RO,2022,60400000,1933653.0,6.0,APPROACHING_BIDDERS,SERVICES,NATIONAL_AUTHORITY,ROMANIA,77.6344,37.7778,42.4107
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,NATIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
SI,2015,15800000,7763.0,2.0,OPEN,SUPPLIES,OTHER,SI,72.8477,37.619,73.2602
SI,2015,15800000,18000.0,3.0,OPEN,SUPPLIES,PUBLIC_BODY,SI,71.9615,33.1707,77.458
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,OTHER,IT,78.5496,79.1667,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,OTHER,IT,78.5496,79.1667,50.0
BG,2016,71220000,7669496.0,3.0,OPEN,SERVICES,REGIONAL_AUTHORITY,BG,77.5262,32.0,77.6107
BG,2016,09100000,39702424.0,2.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,BG,82.2092,43.3333,77.6423
RO,2021,33690000,988068.0,9.0,OPEN,SUPPLIES,PUBLIC_BODY,RO,99.0016,32.7684,50.0
BG,2021,30125100,9389806.0,6.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,BG,94.8592,42.1569,83.1342
BG,2020,30125100,6650688.0,1.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,BG,81.4118,41.6667,82.9545
RO,2017,32413100,199081.0,1.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,RO,66.6667,36.6667,81.25
RO,2021,35811300,7527454.0,6.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,RO,85.7143,25.2874,35.7143
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,NATIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
RO,2021,15000000,4566439.0,5.0,APPROACHING_BIDDERS,SUPPLIES,PUBLIC_BODY,ROMANIA,87.0047,38.8235,42.236
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,NATIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
CZ,2020,45000000,5996465.0,8.0,OPEN,WORKS,REGIONAL_AUTHORITY,CZ,100.0,31.8182,83.3333
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,OTHER,IT,78.5496,79.1667,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,IT,78.5496,79.1667,50.0
SK,2016,45214100,75817.07,3.0,OPEN,WORKS,REGIONAL_AUTHORITY,SK,90.0,10.0,66.6667
BG,2015,63500000,15338992.0,3.0,OPEN,SERVICES,NATIONAL_AUTHORITY,BG,83.1395,44.0476,77.5194
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,NATIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
BG,2016,45000000,12161775.0,1.0,OPEN,WORKS,PUBLIC_BODY,BG,75.0,27.381,76.8232
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,IT,78.5496,79.1667,50.0
IT,2017,98341120,1350000000.0,87.0,RESTRICTED,SERVICES,NATIONAL_AUTHORITY,IT,70.0,58.8889,56.25
BG,2016,09100000,39702424.0,4.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,BG,82.2092,43.3333,77.6423
RO,2023,15550000,2880268.0,7.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,ROMANIA,93.9784,36.9231,42.3077
BG,2017,90911200,6135597.0,5.0,OPEN,SERVICES,NATIONAL_AUTHORITY,BG,83.0601,48.6111,76.1464
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,REGIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
RO,2020,33600000,769263.0,19.0,OPEN,SUPPLIES,OTHER,RO,80.0,29.3333,50.0
BG,2016,45000000,12161775.0,1.0,OPEN,WORKS,PUBLIC_BODY,BG,75.0,27.381,76.8232
LT,2023,33696500,64800000.0,15.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,LT,100.0,35.5932,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,REGIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
BG,2019,79820000,885591.0,1.0,OPEN,SERVICES,NATIONAL_AUTHORITY,BG,79.5918,28.5714,83.3333
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,NATIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,OTHER,IT,78.5496,79.1667,50.0
SI,2015,15800000,20000.0,6.0,OPEN,SUPPLIES,PUBLIC_BODY,SI,67.4837,46.875,65.9452
RO,2022,33140000,924315.0,26.0,OPEN,SUPPLIES,OTHER,RO,99.9474,31.7308,50.0
RO,2019,85145000,3698.0,3.0,APPROACHING_BIDDERS,SERVICES,NATIONAL_AUTHORITY,ROMANIA,89.6995,37.7778,39.2857
SI,2015,50110000,2808.0,1.0,NEGOTIATED,SERVICES,UTILITIES,SI,61.7674,26.3636,74.726
BG,2017,38000000,429766.0,4.0,OPEN,SUPPLIES,PUBLIC_BODY,BG,80.2525,26.3158,76.6341
CZ,2018,45233100,65773653.0,5.0,RESTRICTED,WORKS,PUBLIC_BODY,CZ,90.0,46.9697,77.5045
BG,2016,09100000,39702424.0,2.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,BG,82.2092,43.3333,77.6423
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,NATIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
RO,2022,45453000,588614910.0,8.0,OPEN,WORKS,REGIONAL_AUTHORITY,RO,100.0,44.4444,43.75
BG,2015,79713000,10225994.0,3.0,NEGOTIATED_WITH_PUBLICATION,SERVICES,UTILITIES,BG,75.0,29.4118,72.8571
IT,2019,33696000,3355000.0,425.0,OPEN,SUPPLIES,PUBLIC_BODY,IT,85.7143,48.8889,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,OTHER,IT,78.5496,79.1667,50.0
RO,2023,33700000,374288.0,9.0,OPEN,SUPPLIES,NATIONAL_AGENCY,RO,100.0,30.0,50.0
SI,2015,30190000,209008.0,2.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,SI,69.5858,37.1429,69.54
SI,2015,15800000,20000.0,1.0,OPEN,SUPPLIES,PUBLIC_BODY,SI,67.4837,46.875,65.9452
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,IT,78.5496,79.1667,50.0
CZ,2015,90910000,3848146.0,6.0,OPEN,SERVICES,NATIONAL_AUTHORITY,CZ,100.0,38.0,77.7778
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,IT,78.5496,79.1667,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,IT,78.5496,79.1667,50.0
RO,2019,33631600,703794.0,13.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,RO,80.0,26.6082,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,IT,78.5496,79.1667,50.0
EE,2017,79822500,100000.0,2.0,OPEN,SERVICES,PUBLIC_BODY,EE,90.0,21.875,85.7143
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,IT,78.5496,79.1667,50.0
BG,2015,60130000,481770.0,1.0,OPEN,SERVICES,REGIONAL_AUTHORITY,BG,66.6667,19.2308,80.0
CZ,2016,24111500,185041.0,1.0,OPEN,SUPPLIES,NATIONAL_AGENCY,CZ,83.3333,30.7692,77.0609
BG,2016,33140000,32519281.0,3.0,OPEN,SUPPLIES,PUBLIC_BODY,BG,74.2165,0.7353,70.7292
IT,2017,33651660,10000000000.0,2555.0,RESTRICTED,SUPPLIES,REGIONAL_AGENCY,IT,70.0,52.8302,50.0
SI,2015,15800000,24800.0,1.0,OPEN,SUPPLIES,PUBLIC_BODY,SI,82.7381,38.4,77.193
PL,2015,77310000,306852.0,6.0,OPEN,SERVICES,OTHER,PL,100.0,16.25,83.3333
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,REGIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
BG,2021,34100000,164114.0,1.0,OPEN,SUPPLIES,REGIONAL_AUTHORITY,BG,80.0,43.3334,60.0
RO,2021,15000000,4566439.0,9.0,APPROACHING_BIDDERS,SUPPLIES,PUBLIC_BODY,ROMANIA,87.0047,38.8235,42.236
RO,2018,45233139,45393134.0,6.0,OPEN,WORKS,PUBLIC_BODY,RO,100.0,47.3684,56.25
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,NATIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
